지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 전운량(1/10),평균 지면온도(°C),안개 계속시간(hr)
108,서울,2020-05-13,16.1,,2.8,47.3,.6,20.5,
108,서울,2020-05-14,19.3,,2,35.4,8.3,21.8,
108,서울,2020-05-15,16.1,12,3,81.4,10,15.9,
108,서울,2020-05-16,16.7,2.5,1.6,90.3,9.5,18.3,
108,서울,2020-05-17,19.1,0,1.7,80.1,7.1,21.2,
108,서울,2020-05-18,19.1,29.8,2.4,79.4,8.5,21.6,
108,서울,2020-05-19,13,19,3.2,73.6,7.6,16.1,
108,서울,2020-05-20,14.4,0,1.9,60.4,6,17.3,
108,서울,2020-05-21,17.4,,2.1,56.1,4.8,20.5,
108,서울,2020-05-22,18.5,0,1.9,68.5,8.6,20,
108,서울,2020-05-23,20.1,0,2.2,66.1,7.4,23.3,
108,서울,2020-05-24,17.1,14.5,2.9,84.8,8.4,19,
108,서울,2020-05-25,16.6,,2.1,81,8.1,20.3,
108,서울,2020-05-26,16.2,1.5,2.1,81.9,7.8,19.2,
108,서울,2020-05-27,17.4,,2.6,68.5,1.5,21.4,
108,서울,2020-05-28,18.7,0,1.9,62.8,3.9,20.5,
108,서울,2020-05-29,20.7,,2,65.6,1.3,24.3,
108,서울,2020-05-30,22.6,,1.9,57.3,1.1,27.6,
108,서울,2020-05-31,21.2,1,2.3,63,8.5,25.7,
108,서울,2020-06-01,19.7,.4,3.4,64.3,3.8,26.6,
108,서울,2020-06-02,17.9,2,2.2,71,9.3,18.3,
108,서울,2020-06-03,22,,2.4,73.3,5.8,27.1,
108,서울,2020-06-04,21.9,.2,2.7,81.1,8.4,26.8,
108,서울,2020-06-05,23,,1.8,69.4,5.5,29.8,
108,서울,2020-06-06,24.6,,2,63.6,2.3,31.4,
108,서울,2020-06-07,22.7,,2.3,69.4,3.3,30.2,
108,서울,2020-06-08,25,,2.1,63.6,3,32.7,
108,서울,2020-06-09,26.7,,2.3,51.6,3,34.1,
108,서울,2020-06-10,25.8,6.2,2,63.8,9,32.8,
108,서울,2020-06-11,26.1,0,2.2,68.3,5.8,30.1,
108,서울,2020-06-12,24.7,,1.7,68.6,8.1,25.8,
108,서울,2020-06-13,26.9,0,1.9,52.8,5.5,34.6,
108,서울,2020-06-14,24,1.1,2.9,70.6,4.4,29.6,
108,서울,2020-06-15,23,,2.8,62.3,6,31.1,
108,서울,2020-06-16,24.4,,2.2,63,6,32.2,
108,서울,2020-06-17,24.3,,2,58.6,7.4,31.1,
108,서울,2020-06-18,23.4,,1.6,61.4,9,26.7,
108,서울,2020-06-19,24.7,.1,2.1,61.4,6.3,29.6,
108,서울,2020-06-20,24.9,,2.1,62.6,.9,31.9,
108,서울,2020-06-21,26.1,,2,59.5,.1,34.1,
108,서울,2020-06-22,28.6,,2,50.5,1.6,36.3,
108,서울,2020-06-23,27.3,0,1.9,53.5,7.5,32.1,
108,서울,2020-06-24,22.3,37.6,2.7,83.5,10,22.7,
108,서울,2020-06-25,21.6,13.3,2.2,91,10,23,
108,서울,2020-06-26,21.8,2.1,3.2,82.1,8.3,22.9,
108,서울,2020-06-27,24.1,0,2,70.4,6.1,25.2,
108,서울,2020-06-28,25.2,,2.4,70.5,1.9,28.6,
108,서울,2020-06-29,23.8,11.9,2.4,77,8.6,23.9,
108,서울,2020-06-30,20.1,64.7,4,83,10,20.8,
108,서울,2020-07-01,21.1,0,1.9,79.3,7.6,21.3,
108,서울,2020-07-02,24.2,,1.9,74.5,6.6,24.5,
108,서울,2020-07-03,25.5,.1,2.6,63.5,6.8,28.6,
108,서울,2020-07-04,24.2,1.6,2.1,63.9,7.6,28.2,
108,서울,2020-07-05,23.8,,1.9,68.6,5.3,26.7,
108,서울,2020-07-06,25.6,,2.1,66.6,7.4,28.5,
108,서울,2020-07-07,24.1,0,2.5,75.5,6.3,28.3,
108,서울,2020-07-08,25.5,,2,71.9,2.9,30.5,
108,서울,2020-07-09,27.5,,1.7,64.6,4.8,31.9,
108,서울,2020-07-10,24.5,2.2,2.8,75,6.6,25.2,
108,서울,2020-07-11,25.8,,2.6,62.6,7.3,29.7,
108,서울,2020-07-12,23.5,2.9,2.4,71.9,9.1,25.3,
108,서울,2020-07-13,18.7,47.6,4,94.8,10,20.1,
108,서울,2020-07-14,20.3,11.5,2.8,79.4,9.9,22.6,
108,서울,2020-07-15,23.4,,2,63.1,5.1,26.4,
108,서울,2020-07-16,25,,1.8,70.9,4.1,27.4,
108,서울,2020-07-17,26,0,1.9,72,4.5,28.3,
108,서울,2020-07-18,26.1,,1.6,71.6,5.4,27.9,
108,서울,2020-07-19,24,29.1,2.7,81.6,9.9,22.9,
108,서울,2020-07-20,23.8,3.6,3.7,86.3,9.6,23.8,
108,서울,2020-07-21,25,0,1.6,77,6.3,25.6,
108,서울,2020-07-22,23.7,11.5,1.6,89.3,9.8,24,
108,서울,2020-07-23,21.1,103.1,3.6,95.5,10,21.8,
108,서울,2020-07-24,22.5,2.9,4.6,74.3,9.3,21.2,
108,서울,2020-07-25,24.3,0,3.1,69.3,7.8,23.9,
108,서울,2020-07-26,25.4,0,2,69.3,7.4,25.6,
108,서울,2020-07-27,24.3,2.2,2.2,86.4,10,25.2,
108,서울,2020-07-28,24.4,.4,2,84.8,9.9,25,
108,서울,2020-07-29,23.7,50.1,2,95.8,10,23.9,
108,서울,2020-07-30,25.3,.1,2.1,85.5,8.3,26.9,
108,서울,2020-07-31,26.2,1.5,2,81.9,6.9,27.2,
108,서울,2020-08-01,25.3,39.1,1.7,90.9,9.8,25.7,
108,서울,2020-08-02,24.9,31.4,2.3,96.3,10,25.2,
108,서울,2020-08-03,25,102.6,3,96.3,10,25.1,
108,서울,2020-08-04,27,3.9,3.5,89.3,9.6,26.9,
108,서울,2020-08-05,26.5,18.5,1.9,92.1,9.8,26.7,
108,서울,2020-08-06,24.1,75.7,3.3,92.8,8,24.8,
108,서울,2020-08-07,24.3,0,1.8,85.3,9,24.8,
108,서울,2020-08-08,24.2,19.1,2.3,89.5,9.1,24.9,
108,서울,2020-08-09,24.9,50.3,2.6,95.4,9.8,24.3,
108,서울,2020-08-10,26.5,44.6,2,91.6,9.9,26.4,
108,서울,2020-08-11,24.6,97,2.2,92.5,9.5,25.2,
108,서울,2020-08-12,27.2,,1.9,83.9,8.3,28.3,
108,서울,2020-08-13,28,,2.5,82.4,8.5,27.4,
108,서울,2020-08-14,27.1,.4,3.5,86.1,9.3,26.3,
108,서울,2020-08-15,26.1,69,1.9,96,9.3,25.9,
108,서울,2020-08-16,27.4,,3,82.6,8.3,27.9,
108,서울,2020-08-17,28.2,,2.3,77.9,4.4,29,
108,서울,2020-08-18,27.5,,1.6,76.3,2.8,29.1,
108,서울,2020-08-19,27.1,,2,76.8,2.3,28.6,
108,서울,2020-08-20,27.7,,1.7,76,6.4,27.6,
108,서울,2020-08-21,26.6,2.5,1.6,83.1,8.8,27.6,
108,서울,2020-08-22,24.3,42.6,2.1,87.4,9,25.2,
108,서울,2020-08-23,25.3,,1.9,78.4,6,27.2,
108,서울,2020-08-24,27.8,,2.2,71.6,5.9,28.6,
108,서울,2020-08-25,29.9,,2.1,69.5,5.9,30.5,
108,서울,2020-08-26,30.2,.6,3.4,68.3,6.4,29.3,
108,서울,2020-08-27,27.1,8.7,3.6,84.6,9.9,27.2,
108,서울,2020-08-28,27.3,13.6,1.6,89.1,8.9,28.1,
108,서울,2020-08-29,26.8,13.6,1.3,90.1,8.4,28.7,
108,서울,2020-08-30,26.8,42.5,2.1,88.8,7.9,28.1,
108,서울,2020-08-31,26.4,0,2.8,77.9,8.8,27.2,
108,서울,2020-09-01,26.6,0,1.9,72.4,8.8,27,
108,서울,2020-09-02,24.3,33.3,2.3,91.3,9.6,25.3,
108,서울,2020-09-03,22.7,29.8,4.8,82,7.4,24,
108,서울,2020-09-04,23.3,,2.7,63.9,1.6,23.7,
108,서울,2020-09-05,23.3,,2,66.6,8,23.4,
108,서울,2020-09-06,21.7,6.4,2.7,80,9.4,22.7,
108,서울,2020-09-07,19.2,61,4.2,93.5,10,20.1,
108,서울,2020-09-08,23.4,0,4.2,71.5,5.4,23.1,
108,서울,2020-09-09,21.1,1.3,2.1,83.4,7.6,22.2,
108,서울,2020-09-10,22.8,3.9,2,75.8,6.3,24.4,
108,서울,2020-09-11,22.4,1.2,2.8,72.6,7.6,22.7,
108,서울,2020-09-12,20.2,5.7,2,83.8,9.5,21.5,
108,서울,2020-09-13,21.5,,1.9,70.4,2.8,24.1,
108,서울,2020-09-14,21.3,0,1.8,79.3,4.6,22.8,
108,서울,2020-09-15,23,,1.6,76.4,7.5,23.9,
108,서울,2020-09-16,22.5,.3,1.9,79.9,9.4,22.2,
108,서울,2020-09-17,21.3,,2.1,70.3,8.4,21.5,
108,서울,2020-09-18,21.5,,2.8,62,3.1,22.4,
108,서울,2020-09-19,21.2,.3,2.2,59.3,1.5,21.8,
108,서울,2020-09-20,19.7,,2,57.6,0,21.2,
108,서울,2020-09-21,19.1,,1.7,56.1,4.5,20.6,
108,서울,2020-09-22,20.2,,2.8,55.3,3.1,21.8,
108,서울,2020-09-23,19.2,,3.3,59.9,7.6,20.8,
108,서울,2020-09-24,20.6,,3.7,59.6,6.6,22,
108,서울,2020-09-25,20.1,,2.5,64.1,4.9,21.5,
108,서울,2020-09-26,19.3,,2.4,62.5,4,20.4,
108,서울,2020-09-27,20.4,,2,63.3,1.1,21.4,
108,서울,2020-09-28,20.7,,2,66,1.1,22,
108,서울,2020-09-29,19.6,,1.9,67.6,6.8,20.7,
108,서울,2020-09-30,19.6,38.3,1.7,78,7.1,21.1,
108,서울,2020-10-01,18.8,,2.1,74.9,5.5,19.6,
108,서울,2020-10-02,19.2,0,2.3,79.6,9.1,18.5,
108,서울,2020-10-03,19.9,0,1.6,72.5,8,19.8,
108,서울,2020-10-04,16.6,0,2.8,65.1,7.1,17.8,
108,서울,2020-10-05,13.3,,2.5,57.3,2.3,14.5,
108,서울,2020-10-06,14.2,,2,55.9,2.5,14.6,
108,서울,2020-10-07,16,,1.9,48.9,3.8,14.9,
108,서울,2020-10-08,17.2,,3.1,53,.1,15.9,
108,서울,2020-10-09,17.2,,3,53.4,4.6,16.6,
108,서울,2020-10-10,16.9,,2,60.1,5.3,16.6,
108,서울,2020-10-11,16.9,,1.8,68.5,5.8,16.1,
108,서울,2020-10-12,16.2,,2.2,68.6,2.6,16.8,
108,서울,2020-10-13,13.6,,2.2,52.3,3.5,14.2,
108,서울,2020-10-14,12.8,,2.4,47,6.6,14.3,
108,서울,2020-10-15,11.7,,1.5,41.8,6.6,13.1,
108,서울,2020-10-16,11.8,,1.5,64.3,7.6,12.5,
108,서울,2020-10-17,13.1,,1.8,64.3,1,13.1,
108,서울,2020-10-18,13.6,,2,65.5,.5,12.9,
108,서울,2020-10-19,15.1,,1.7,74.4,0,14.3,
108,서울,2020-10-20,15.2,,1.6,67.1,.4,14.5,
108,서울,2020-10-21,14.1,,1.9,69.4,7.3,13.7,
108,서울,2020-10-22,13.5,0,2.8,66,4.6,15.2,
108,서울,2020-10-23,8.6,,3,51.5,0,10.7,
108,서울,2020-10-24,8.7,,2.5,47.6,0,9.4,
108,서울,2020-10-25,11.8,,1.7,62.5,2.8,10.9,
108,서울,2020-10-26,12.9,,1.6,71.6,1.6,11.9,
108,서울,2020-10-27,14,,1.8,74.1,1.1,13.2,
108,서울,2020-10-28,13.8,,2.5,52.1,3.8,13.8,
108,서울,2020-10-29,10.8,,2,40.3,3.1,11.5,
108,서울,2020-10-30,11.9,,1.5,42.9,.4,11.2,
108,서울,2020-10-31,13.6,,2.6,60.3,6.1,12.9,
108,서울,2020-11-01,13.7,13.6,2.3,84.3,8.6,13.1,
108,서울,2020-11-02,10.8,1.7,2.3,58.3,3,10,
108,서울,2020-11-03,5.1,.5,3.5,47.5,1.5,6.1,
108,서울,2020-11-04,4.9,,2.3,43.9,0,5.2,
108,서울,2020-11-05,9.6,,1.8,61.5,5.3,10.5,
108,서울,2020-11-06,13.5,,1.7,63.3,8.9,12.5,
108,서울,2020-11-07,14.6,.1,2.7,68.8,3.6,14.6,
108,서울,2020-11-08,8.5,,3.1,43.8,0,9.9,
108,서울,2020-11-09,5.5,,1.8,40.9,2.4,5.6,
108,서울,2020-11-10,7.7,,2.2,56.1,0,7.9,
108,서울,2020-11-11,9.3,,1.6,53.5,0,8.7,
108,서울,2020-11-12,10.4,,1.7,56.9,2,9.2,
108,서울,2020-11-13,12.2,,1.6,71.5,3,12.1,
108,서울,2020-11-14,12.5,,1.7,66.9,1.3,10.9,
108,서울,2020-11-15,11.1,,1.7,75,3.4,10.2,
108,서울,2020-11-16,12.4,,1.6,70.1,2.1,10.9,
108,서울,2020-11-17,15.9,.1,2.3,67.5,7.4,13,
108,서울,2020-11-18,16.6,12.2,2.6,91.4,9.8,15.3,
108,서울,2020-11-19,13.6,86.9,4.2,90.5,9.8,14.6,
108,서울,2020-11-20,2.8,0,3.2,74.3,6.6,6.2,
108,서울,2020-11-21,6.5,.2,2.1,67.9,6.1,6.5,
108,서울,2020-11-22,5.6,4.8,2.5,80.5,7.8,7.3,
108,서울,2020-11-23,1.7,,2.3,61.4,.3,2.9,
108,서울,2020-11-24,2.9,,1.8,54.5,6.1,3.5,
108,서울,2020-11-25,4.6,,1.5,64.1,5.4,3.5,
108,서울,2020-11-26,5.6,,1.7,66.5,5.5,4.4,
108,서울,2020-11-27,4.1,0,2.7,61.6,4.9,4.9,
108,서울,2020-11-28,-.1,,2.8,50,2.9,1.2,
108,서울,2020-11-29,-.6,,2.2,59.6,4.1,.7,
108,서울,2020-11-30,-.2,,1.9,57.8,0,.4,
108,서울,2020-12-01,1.1,,1.9,44.5,4.4,.3,
108,서울,2020-12-02,2.4,,1.8,41.4,6.6,2.2,
108,서울,2020-12-03,.7,,2.7,47.1,1,1.2,
108,서울,2020-12-04,-.6,,1.8,53.8,.9,-.3,
108,서울,2020-12-05,2.1,,1.7,63.1,5.6,.5,
108,서울,2020-12-06,4.5,,1.8,66.9,4.3,2.1,
108,서울,2020-12-07,3.4,,2.6,57.5,3.8,3.1,
108,서울,2020-12-08,-.5,,2,50,.4,.1,
108,서울,2020-12-09,1.5,,1.5,55.1,4.5,-.3,
108,서울,2020-12-10,5.8,0,1.7,69.9,7.8,3.9,
108,서울,2020-12-11,5.3,,1.8,77.1,6.5,3.3,
108,서울,2020-12-12,2.3,,2.1,51.3,1.8,1.8,
108,서울,2020-12-13,-1.1,2.9,2.9,74.9,5.4,.5,
108,서울,2020-12-14,-7.7,,3.4,49.1,0,-1.9,
108,서울,2020-12-15,-8.3,,2.8,43,0,-3.7,
108,서울,2020-12-16,-8.3,,2.6,43.9,0,-4.3,
108,서울,2020-12-17,-4.9,0,1.7,47,2.3,-3.7,
108,서울,2020-12-18,-2.1,.2,3,57,4.1,-1.3,
108,서울,2020-12-19,-5.1,,2.4,45.1,1.4,-3.5,
108,서울,2020-12-20,-3.7,,2,50.4,0,-3.3,
108,서울,2020-12-21,-1,,1.6,64.1,.9,-2.4,
108,서울,2020-12-22,2,,2,67.6,4.8,-.4,
108,서울,2020-12-23,4.5,0,2.3,76.6,7.8,.4,
108,서울,2020-12-24,2.6,,2.9,61.5,1.3,.7,
108,서울,2020-12-25,-.8,,2.1,51.9,.1,-1.4,
108,서울,2020-12-26,2.2,,1.8,65.8,3,-.6,
108,서울,2020-12-27,5.8,0,1.8,62.9,7.5,1.4,
108,서울,2020-12-28,6.7,1.3,1.4,72.1,5.3,2.7,
108,서울,2020-12-29,.1,.2,2.9,70.8,8.5,-.1,
108,서울,2020-12-30,-10.9,,4.1,55.5,.8,-4.4,
108,서울,2020-12-31,-8.9,0,2.4,53.9,.4,-5,
108,서울,2021-01-01,-4.2,,2,64,3.9,-3.4,
108,서울,2021-01-02,-5,,2.6,38.5,0,-3.9,
108,서울,2021-01-03,-5.6,,2,45,2.9,-4.9,
108,서울,2021-01-04,-3.5,0,1.7,51.4,4.8,-3.3,
108,서울,2021-01-05,-5.5,0,2.9,52.8,2.6,-3.2,
108,서울,2021-01-06,-7.4,2.3,2.4,54.6,3.6,-4,
108,서울,2021-01-07,-14.5,,4.1,49.9,.9,-6.1,
108,서울,2021-01-08,-14.9,,3.3,44,0,-9.3,
108,서울,2021-01-09,-12.2,,2.6,46.3,.8,-8.4,
108,서울,2021-01-10,-7.7,,1.3,54.4,3,-6.1,
108,서울,2021-01-11,-6.7,,1.9,62.1,6.9,-5.5,
108,서울,2021-01-12,-3.9,2.6,1.8,79.5,6.1,-4.1,
108,서울,2021-01-13,2,0,2.4,80.3,3,0,
108,서울,2021-01-14,1.7,,2.3,46.5,0,-.2,
108,서울,2021-01-15,4.5,.2,3,67.4,8.5,.7,
108,서울,2021-01-16,-4.9,,3.3,59.3,.8,-1.6,
108,서울,2021-01-17,-5.5,0,2.3,58.5,2.3,-3.9,
108,서울,2021-01-18,-3.8,.3,3.2,64.3,4.3,-3.3,
108,서울,2021-01-19,-6.3,,1.8,37.9,0,-4.8,
108,서울,2021-01-20,-.1,,2.2,37.8,1.9,-2,
108,서울,2021-01-21,4.5,9.2,2.3,64.4,9.6,.7,
108,서울,2021-01-22,5.5,.1,1.7,92.9,9.5,1.9,2.38
108,서울,2021-01-23,7.6,,4.2,66,6.5,3.6,
108,서울,2021-01-24,7.3,,2.1,63.9,3.4,3,
108,서울,2021-01-25,7.9,,1.9,62,6.3,3.3,
108,서울,2021-01-26,5.3,1.7,1.9,80.4,8.4,2,
108,서울,2021-01-27,1.7,,2.2,47.6,6.4,1.6,
108,서울,2021-01-28,-2.6,2,4,52.3,5.1,-.3,
108,서울,2021-01-29,-8.8,,3.5,40,.3,-1.7,
108,서울,2021-01-30,-1.6,.5,2.5,60,3.9,-.3,
108,서울,2021-01-31,3.2,,2,57,4.8,.1,
108,서울,2021-02-01,5,.7,2.7,74.5,7.6,1.6,
108,서울,2021-02-02,-5.6,0,3.9,44.1,1.8,-.6,
108,서울,2021-02-03,-3.2,3.4,2.2,64.6,5,-1.4,
108,서울,2021-02-04,-3.6,.1,2.5,50.1,.1,-.3,
108,서울,2021-02-05,1.4,,2.4,71.8,6,.2,
108,서울,2021-02-06,6.8,,2.2,80.4,9,2.2,
108,서울,2021-02-07,3.6,,2.9,67,4.4,3.2,.72
108,서울,2021-02-08,-3.1,,3.4,43.6,0,.2,
108,서울,2021-02-09,-.9,,2,51.9,.1,.5,
108,서울,2021-02-10,3.4,,2.1,75.1,6.3,.7,
108,서울,2021-02-11,5.5,,1.3,71.5,5.3,2.8,
108,서울,2021-02-12,6.5,,1.7,60.6,4,4.2,
108,서울,2021-02-13,7.6,,1.5,50.6,1.1,4.5,
108,서울,2021-02-14,9.5,0,1.7,47.6,8.1,5.6,
108,서울,2021-02-15,1.2,1.4,4,65.1,5.8,3.7,
108,서울,2021-02-16,-5.1,1.5,3.2,57.9,4,-1.7,
108,서울,2021-02-17,-8.3,0,5,44.1,1.6,-2.1,
108,서울,2021-02-18,-5.8,,3.1,44.9,0,-1.3,
108,서울,2021-02-19,1.6,,2.9,66.9,3.3,.5,
108,서울,2021-02-20,8.8,,2.1,60.4,2.4,4,
108,서울,2021-02-21,10.8,,2.8,66.6,.8,5.5,
108,서울,2021-02-22,7.8,,2.9,58.3,2.6,6.5,
108,서울,2021-02-23,0,,2.9,34,3.3,2.9,
108,서울,2021-02-24,2.9,,1.8,33,6.5,3.6,
108,서울,2021-02-25,4.2,,1.4,35.1,8.1,1.6,
108,서울,2021-02-26,8.2,,2.3,35,4.5,5.1,
108,서울,2021-02-27,9.5,,3.4,48.6,3.5,7,
108,서울,2021-02-28,7.8,,2.1,49,6.1,5.4,
108,서울,2021-03-01,4.7,67.5,3.5,91,10,4.7,
108,서울,2021-03-02,2.3,.1,1.9,75.9,5.5,5.4,
108,서울,2021-03-03,4.4,,1.8,64.4,4.5,4.5,
108,서울,2021-03-04,7.2,,1.9,62.4,6.3,6.2,
108,서울,2021-03-05,9,,2.1,70.3,1.3,9.1,
108,서울,2021-03-06,6.6,,3.3,69.5,4.9,7.1,
108,서울,2021-03-07,6.2,,2.8,62.9,3.5,7.9,
108,서울,2021-03-08,7,,1.8,60.3,0,8.1,
108,서울,2021-03-09,6.6,,2.2,58.5,4.3,6.9,
108,서울,2021-03-10,8.8,,1.8,61.8,.4,9,
108,서울,2021-03-11,10.2,,1.8,50.8,6.4,9.8,
108,서울,2021-03-12,10.5,0,2.2,57,7,8.7,
108,서울,2021-03-13,9.2,,2.2,62.8,5,9.9,
108,서울,2021-03-14,9.1,,2.2,71.4,3.5,10.9,
108,서울,2021-03-15,10.6,1.7,2.4,68.8,8.9,10.3,
108,서울,2021-03-16,8.4,1.3,3.2,52.5,1.9,11.8,
108,서울,2021-03-17,8.8,,1.8,44.9,.3,10.4,
108,서울,2021-03-18,11.7,,1.8,50.1,5,11.6,
108,서울,2021-03-19,15.3,,2.2,47.9,6.8,15,
108,서울,2021-03-20,9.9,5.1,2.2,74.6,9.8,9.8,
108,서울,2021-03-21,5.8,.3,4,65.9,6.8,7.6,
108,서울,2021-03-22,6.2,,3.2,55.3,.4,9,
108,서울,2021-03-23,9.1,,2.5,63.5,.3,10.6,
108,서울,2021-03-24,10.8,,2.4,61.5,4.3,11.7,
108,서울,2021-03-25,11.9,,2.2,68.5,2.4,13.5,
108,서울,2021-03-26,12.6,,1.4,58.4,5.5,13.4,
108,서울,2021-03-27,12.1,25.5,2.5,70.9,9.6,10.5,
108,서울,2021-03-28,9,9.2,3.3,95.8,10,10.2,.5
108,서울,2021-03-29,10.2,.2,3.3,62.3,5.5,11.4,.33
108,서울,2021-03-30,10.8,,2.2,47.3,.6,12.6,
108,서울,2021-03-31,14.5,,1.8,41,3.8,14.2,
108,서울,2021-04-01,17.7,,3.5,33,5.3,14.4,
108,서울,2021-04-02,17.8,0,3.2,35.6,8.1,15.3,
108,서울,2021-04-03,14.9,56.2,3.1,80.8,9.9,13.9,
108,서울,2021-04-04,11.9,.6,3.2,65.8,6.3,13.1,
108,서울,2021-04-05,11.9,,2.4,47.9,2.3,14.5,
108,서울,2021-04-06,13.9,,2.5,50.9,2.4,15.2,
108,서울,2021-04-07,14.1,,2.5,47.5,0,15.4,
108,서울,2021-04-08,13,,2.7,34,0,15.1,
108,서울,2021-04-09,13.6,,2.7,39.3,.6,15,
108,서울,2021-04-10,12.6,,2.6,50,.5,15.2,
108,서울,2021-04-11,15,,1.7,45.4,3.5,15.9,
108,서울,2021-04-12,13.8,22,2.4,70.4,9.8,13.2,
108,서울,2021-04-13,10.4,8,3.7,74,6.6,14.5,
108,서울,2021-04-14,8.4,,2.9,58.5,.3,13.3,
108,서울,2021-04-15,11.6,,2.1,62.3,4.9,14.9,
108,서울,2021-04-16,11.3,.7,2.6,60,6.9,12.6,
108,서울,2021-04-17,9.6,0,2.6,56.6,3.8,12.2,
108,서울,2021-04-18,9.9,,3.2,64.3,.9,14,
108,서울,2021-04-19,12.2,,2.4,65.3,0,15.6,
108,서울,2021-04-20,14.8,,1.9,55.1,2.9,17.3,
108,서울,2021-04-21,19.1,,1.8,43.1,3.9,19.8,
108,서울,2021-04-22,20.9,,2.5,37.9,8.9,20.1,
108,서울,2021-04-23,19,0,3.2,41.4,9.6,17.1,
108,서울,2021-04-24,18.3,0,2.7,43,6.8,17.7,
108,서울,2021-04-25,18.2,,2.7,50,1.1,21.4,
108,서울,2021-04-26,16.2,,2.6,51.8,4.5,20.1,
108,서울,2021-04-27,15.4,1.7,2.3,62.4,9.4,17.3,
108,서울,2021-04-28,14.5,4.7,2.4,64.1,7.9,16.3,
108,서울,2021-04-29,14.6,3.9,2.3,54.1,7.6,16.9,
108,서울,2021-04-30,11.3,26.3,2.4,81.8,9.5,12.8,
108,서울,2021-05-01,10.2,8,2.7,80.8,9.4,12.4,
108,서울,2021-05-02,12.4,1.7,3.1,67.9,2.6,16.8,
108,서울,2021-05-03,14.1,,2.1,56.4,3.8,17.3,
108,서울,2021-05-04,13.8,19.6,2.1,82.6,9.6,13.5,1.37
108,서울,2021-05-05,13.9,.1,3.5,64.4,2.6,17.6,
108,서울,2021-05-06,15.7,,2.4,46.4,4.8,16.8,
108,서울,2021-05-07,14.4,8.8,3.4,60.3,3.1,15.5,
108,서울,2021-05-08,14.3,,3.4,66.1,1.1,16.9,
108,서울,2021-05-09,15.7,,3.5,51.3,.3,18.2,
108,서울,2021-05-10,13.2,0,1.8,67.9,8.6,13.5,
108,서울,2021-05-11,18.5,,2.7,48.9,6,18.7,
108,서울,2021-05-12,22,,2.2,39.5,4.5,21.7,
108,서울,2021-05-13,22.9,,1.9,54.4,0,24.6,
